#Regal; Pietro; Pozycja; nazwa; producent; kod, ilosc w jednej paczce - potrzebne zeby sumowac do listy towarów z całego magazynu
#trololo 3:44
3;0;A4;Półka wiszaca; MebleCORP;PWMC;10
3;0;A5;Półka wiszaca; MebleCORP;PWMC;10
3;0;A6;Półka wiszaca; MebleCORP;PWMC;10
3;0;A7;Półka wiszaca; MebleCORP;PWMC;10
3;0;A8;Półka wiszaca; MebleCORP;PWMC;10
3;0;A9;Półka wiszaca; MebleCORP;PWMC;10 
1;1;A4;Półka stojąca; MebleCORP;PSMC;10
1;1;A5;Półka stojąca; MebleCORP;PSMC;10
1;1;A6;Półka stojąca; MebleCORP;PSMC;10
1;1;A7;Półka stojąca; MebleCORP;PSMC;10
1;1;A8;Półka stojąca; MebleCORP;PSMC;10
1;1;A9;Półka stojąca; MebleCORP;PSMC;10
3;2;C32;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C31;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C30;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C29;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C28;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C27;Szafka kuchenna;KuchenneCORP;SKKC;5
3;2;C26;Szafka kuchenna;KuchenneCORP;SKKC;5
2;3;B7;Drzwi debowe; DrzwiCORP;DDDC;3
2;3;B8;Drzwi debowe; DrzwiCORP;DDDC;3
2;3;B9;Drzwi bukowe; DrzwiCORP;DDDC;3
2;3;B10;Drzwi bukowe; DrzwiCORP;DDDC;3
2;3;B11;Drzwi jesionowe; DrzwiCORP;DDDC;3
2;3;B12;Drzwi jesionowe; DrzwiCORP;DDDC;3
1;2;A2;Fotel hamakowy; MebleCORP;FTHK;2
1;2;A3;Fotel hamakowy; MebleCORP;FTHK;2
1;2;A4;Fotel hamakowy; MebleCORP;FTHK;2
1;2;A5;Fotel hamakowy; MebleCORP;FTHK;2
1;2;A8;Umywalka kompaktowa; LazienkaCORP;UWK;3
1;2;A9;Umywalka kompaktowa; LazienkaCORP;UWK;3
1;2;A10;Umywalka kompaktowa; LazienkaCORP;UWK;3
1;2;A11;Stół okrągły; SalonCORP;STOK;1
1;2;A12;Stół okrągły; SalonCORP;STOK;1
1;2;A13;Stół okrągły; SalonCORP;STOK;1
1;2;A14;Stół okrągły; SalonCORP;STOK;1
1;2;A15;Regał; SalonCORP;RGL;1
1;2;A16;Regał; SalonCORP;RGL;1
1;2;A17;Regał; SalonCORP;RGL;1
1;2;A18;Regał; SalonCORP;RGL;1
3;0;B18;Gablotka; SalonCORP;GBLT;1
3;0;B19;Gablotka; SalonCORP;GBLT;1
3;0;B21;Gablotka; SalonCORP;GBLT;1
3;0;B22;Gablotka; SalonCORP;GBLT;1
3;0;B18;Gablotka; SalonCORP;GBLT;1
3;0;C25;Łóżko; SalonCORP;LZK;1
3;0;C26;Łóżko; SalonCORP;LZK;1
3;1;C24;Łóżko; SalonCORP;LZK;1
3;1;C25;Łóżko; SalonCORP;LZK;1
3;2;C19;Łóżko; SalonCORP;LZK;1
3;2;C18;Łóżko; SalonCORP;LZK;1
2;0;C25;Łóżko; SalonCORP;LZK;1
2;0;C26;Łóżko; SalonCORP;LZK;1
2;0;C3;Półka wisząca; SalonCORP;PLKW;3
2;0;C4;Półka wisząca; SalonCORP;PLKW;3
2;0;C5;Półka wisząca; SalonCORP;PLKW;3
2;0;C7;Półka wisząca; SalonCORP;PLKW;3
2;0;C8;Półka wisząca; SalonCORP;PLKW;3
2;0;D2;Półka wisząca; SalonCORP;PLKW;3
2;0;D1;Półka wisząca; SalonCORP;PLKW;3
2;0;D4;Półka wisząca; SalonCORP;PLKW;3
2;0;D5;Półka wisząca; SalonCORP;PLKW;3
2;0;D6;Półka wisząca; SalonCORP;PLKW;3
2;0;D7;Półka wisząca; SalonCORP;PLKW;3
1;0;D1;Fotel obrotowy; SalonCORP;FTLO;2
1;0;D2;Fotel obrotowy; SalonCORP;FTLO;2
1;0;D3;Fotel obrotowy; SalonCORP;FTLO;2
1;0;C1;Fotel obrotowy; SalonCORP;FTLO;2
1;0;C2;Fotel obrotowy; SalonCORP;FTLO;2
1;0;A20;Fotel obrotowy; SalonCORP;FTLO;2
1;0;A21;Fotel obrotowy; SalonCORP;FTLO;2
1;0;A24;Fotel obrotowy; SalonCORP;FTLO;2
1;0;D22;Fotel obrotowy; SalonCORP;FTLO;2
1;0;D23;Fotel obrotowy; SalonCORP;FTLO;2
1;0;D24;Fotel obrotowy; SalonCORP;FTLO;2
2;0;D22;Rzezba ogrodowa; OgrodCORP;RZEO;2
2;0;D23;Rzezba ogrodowa; OgrodCORP;RZEO;2
2;1;A24;Rzezba ogrodowa; OgrodCORP;RZEO;2
2;1;A25;Rzezba ogrodowa; OgrodCORP;RZEO;2
2;1;D18;Rzezba ogrodowa; OgrodCORP;RZEO;2
2;1;D19;Rzezba ogrodowa; OgrodCORP;RZEO;2
