#Regal; Pietro; Pozycja; nazwa; producent; kod, ilosc w jednej paczce - potrzebne zeby sumowac do listy towarów z całego magazynu
#trololo 3:44
1;0;A1;Stolek;StolekCORP;STC;5;
1;0;A2;Stolek;StolekCORP;STC;5;
1;0;A3;Stolek;StolekCORP;STC;5;
1;0;A4;Stolek;StolekCORP;STC;5;
1;0;A5;Stolek;StolekCORP;STC;5;
1;0;A6;Stolek;StolekCORP;STC;5;
1;0;A7;Stolek;StolekCORP;STC;5;
1;0;A8;Stolek;StolekCORP;STC;5;
1;0;A9;Stolek;StolekCORP;STC;5;
1;0;A10;Stolek;StolekCORP;STC;5;
1;0;A11;Stolek;StolekCORP;STC;5;
1;0;A12;Stolek;StolekCORP;STC;5;
1;0;A13;Stolek;StolekCORP;STC;5;
1;0;A14;Stolek;StolekCORP;STC;5;
1;0;A15;Stolek;StolekCORP;STC;5;
1;0;A16;Stolek;StolekCORP;STC;5;
1;0;A17;Stolek;StolekCORP;STC;5;
1;0;A18;Stolek;StolekCORP;STC;5;
1;0;A19;Stolek;StolekCORP;STC;5;
1;0;A20;Stolek;StolekCORP;STC;5;
1;0;A21;Stolek;StolekCORP;STC;5;
1;0;A22;Stolek;StolekCORP;STC;5;
1;0;A23;Stolek;StolekCORP;STC;5;
1;0;A24;Stolek;StolekCORP;STC;5;
1;0;A25;Stolek;StolekCORP;STC;5;
1;0;A26;Stolek;StolekCORP;STC;5;
1;0;A27;Stolek;StolekCORP;STC;5;
1;0;A28;Stolek;StolekCORP;STC;5;
1;0;A29;Stolek;StolekCORP;STC;5;
1;0;A30;Stolek;StolekCORP;STC;5;
1;0;A31;Stolek;StolekCORP;STC;5;
1;0;A32;Stolek;StolekCORP;STC;5;
1;0;A33;Stolek;StolekCORP;STC;5;
1;0;A34;Stolek;StolekCORP;STC;5;
1;0;A35;Stolek;StolekCORP;STC;5;
1;0;A36;Stolek;StolekCORP;STC;5;
1;0;A37;Stolek;StolekCORP;STC;5;
1;0;A38;Stolek;StolekCORP;STC;5;
1;0;B1;Stolek;StolekCORP;STC;5;
1;0;B2;Stolek;StolekCORP;STC;5;
1;0;B3;Stolek;StolekCORP;STC;5;
1;0;B4;Stolek;StolekCORP;STC;5;
1;0;B5;Stolek;StolekCORP;STC;5;
1;0;B6;Stolek;StolekCORP;STC;5;
1;0;B7;Stolek;StolekCORP;STC;5;
1;0;B8;Stolek;StolekCORP;STC;5;
1;0;B9;Stolek;StolekCORP;STC;5;
1;0;B10;Stolek;StolekCORP;STC;5;
1;0;B11;Stolek;StolekCORP;STC;5;
1;0;B12;Stolek;StolekCORP;STC;5;
1;0;B13;Stolek;StolekCORP;STC;5;
1;0;B14;Stolek;StolekCORP;STC;5;
1;0;B15;Stolek;StolekCORP;STC;5;
1;0;B16;Stolek;StolekCORP;STC;5;
1;0;B17;Stolek;StolekCORP;STC;5;
1;0;B18;Stolek;StolekCORP;STC;5;
1;0;B19;Stolek;StolekCORP;STC;5;
1;0;B20;Stolek;StolekCORP;STC;5;
1;0;B21;Stolek;StolekCORP;STC;5;
1;0;B22;Stolek;StolekCORP;STC;5;
1;0;B23;Stolek;StolekCORP;STC;5;
1;0;B24;Stolek;StolekCORP;STC;5;
1;0;B25;Stolek;StolekCORP;STC;5;
1;0;B26;Stolek;StolekCORP;STC;5;
1;0;B27;Stolek;StolekCORP;STC;5;
1;0;B28;Stolek;StolekCORP;STC;5;
1;0;B29;Stolek;StolekCORP;STC;5;
1;0;B30;Stolek;StolekCORP;STC;5;
